Symbol	Name	LastSale	MarketCap	ADR TSO	Sector	Industry
SAF	Saratoga Investment Corp	25.87	0	n/a	n/a	n/a
SAR	Saratoga Investment Corp	25.5	204463794	n/a	n/a	n/a
SSL	Sasol Ltd.	21.93	13836458651	n/a	Energy	Oil & Gas Production
BFS	"Saul Centers, Inc."	54.1	1233480000	n/a	Consumer Services	Real Estate Investment Trusts
BFS^C	"Saul Centers, Inc."	26.24	0	n/a	n/a	n/a
BFS^D	"Saul Centers, Inc."	25.1734	0	n/a	n/a	n/a
SCPE.U	SC Health Corporation	n/a	0	n/a	n/a	n/a
SLB	Schlumberger N.V.	40.01	55334032971	n/a	Energy	Oilfield Services/Equipment
SNDR	"Schneider National, Inc."	19.2	3400353043	n/a	Transportation	Trucking Freight/Courier Services
SWM	"Schweitzer-Mauduit International, Inc."	34.1	1053427430	n/a	Basic Industries	Paper
SAIC	SCIENCE APPLICATIONS INTERNATIONAL CORPORATION	85.85	5066950189	n/a	Technology	EDP Services
SALT	Scorpio Bulkers Inc.	6.38	462473172	n/a	Transportation	Marine Transportation
SLTB.CL	Scorpio Bulkers Inc.	n/a	0	n/a	n/a	n/a
SBNA	Scorpio Tankers Inc.	25.6113	0	n/a	Transportation	Marine Transportation
STNG	Scorpio Tankers Inc.	28.31	1455048221	n/a	Transportation	Marine Transportation
SMG	Scotts Miracle-Gro Company (The)	103.48	5740187198	n/a	Basic Industries	Agricultural Chemicals
KTF	Scudder Municiple Income Trust	11.4	450310693.2	n/a	n/a	n/a
KSM	Scudder Strategic Municiple Income Trust	11.84	132654661.4	n/a	n/a	n/a
SRL	Scully Royalty Ltd.	15.03	188398059	n/a	n/a	n/a
SE	Sea Limited	37.39	15464457936	n/a	Consumer Services	Other Consumer Services
SA	"Seabridge Gold, Inc."	13.96	863021816.1	n/a	Basic Industries	Precious Metals
CKH	"SEACOR Holdings, Inc."	49.7	921933608.4	n/a	Transportation	Marine Transportation
SMHI	SEACOR Marine Holdings Inc.	13.95	297006367.1	n/a	Transportation	Marine Transportation
SDRL	Seadrill Limited	4.18	418000000	n/a	Energy	Oil & Gas Production
SDLP	Seadrill Partners LLC	2.51	18894840.75	n/a	Energy	Oil & Gas Production
SEE	Sealed Air Corporation	44.05	6858747192	n/a	Basic Industries	Major Chemicals
SSW	Seaspan Corporation	10.17	2191708427	n/a	Transportation	Marine Transportation
SSW^D	Seaspan Corporation	25.2	0	n/a	n/a	n/a
SSW^E	Seaspan Corporation	25.36	0	n/a	n/a	n/a
SSW^G	Seaspan Corporation	25.39	0	n/a	n/a	n/a
SSW^H	Seaspan Corporation	25.2128	0	n/a	n/a	n/a
SSW^I	Seaspan Corporation	25.31	0	n/a	n/a	n/a
SSWA	Seaspan Corporation	26.08	0	n/a	Transportation	Marine Transportation
SEAS	"SeaWorld Entertainment, Inc."	30.9	2428215071	n/a	Consumer Services	Services-Misc. Amusement & Recreation
JBN	Select Asset Inc.	6.48	0	n/a	Finance	Finance: Consumer Services
JBR	Select Asset Inc.	5.95	0	n/a	Finance	Finance: Consumer Services
WTTR	"Select Energy Services, Inc."	9.78	1036741692	n/a	Energy	Oilfield Services/Equipment
SEM	Select Medical Holdings Corporation	16.73	2265514900	n/a	Health Care	Hospital/Nursing Management
SEMG	Semgroup Corporation	11.94	949773401.3	n/a	Energy	Oilfield Services/Equipment
SRE	Sempra Energy	140.26	38489218715	n/a	Public Utilities	Natural Gas Distribution
SRE^A	Sempra Energy	114.15	0	n/a	Public Utilities	Natural Gas Distribution
SRE^B	Sempra Energy	114.1	0	n/a	n/a	n/a
SREA	Sempra Energy	25.88	0	n/a	Public Utilities	Natural Gas Distribution
ST	Sensata Technologies Holding plc	48.81	7889228048	n/a	Capital Goods	Industrial Machinery/Components
SXT	Sensient Technologies Corporation	69.79	2953454386	n/a	Basic Industries	Major Chemicals
SQNS	Sequans Communications S.A.	0.8799	83404600.01	n/a	Technology	Semiconductors
SRG	Seritage Growth Properties	40.4	2254680772	n/a	Finance	Real Estate
SRG^A	Seritage Growth Properties	25.01	0	n/a	n/a	n/a
SCI	Service Corporation International	47.21	8603659219	n/a	Consumer Services	Other Consumer Services
SERV	"ServiceMaster Global Holdings, Inc."	52.75	7172111919	n/a	Consumer Services	Other Consumer Services
NOW	"ServiceNow, Inc."	289.33	53675416323	n/a	Technology	Computer Software: Prepackaged Software
SHAK	"Shake Shack, Inc."	74.14	2754677112	n/a	Consumer Services	Restaurants
SJR	Shaw Communications Inc.	19.71	9683799847	n/a	Consumer Services	Television Services
SHLX	"Shell Midstream Partners, L.P."	21.66	5053051371	n/a	Energy	Natural Gas Distribution
SHW	Sherwin-Williams Company (The)	512.3	47262927080	n/a	Consumer Services	RETAIL: Building Materials
SHG	Shinhan Financial Group Co Ltd	36.87	17311634922	n/a	Finance	Major Banks
SFL	Ship Finance International Limited	13.16	1570981909	n/a	Transportation	Marine Transportation
SHOP	Shopify Inc.	336.54	33749143896	n/a	Technology	Computer Software: Prepackaged Software
SSTK	"Shutterstock, Inc."	39.88	1404399285	n/a	Technology	EDP Services
SBGL	Sibanye Gold Limited	5.09	3397612223	n/a	Basic Industries	Precious Metals
SIG	Signet Jewelers Limited	17.47	911778814	n/a	Consumer Services	Consumer Specialties
SBOW	"SilverBow Resorces, Inc."	10.38	121893990.4	n/a	Energy	Oil & Gas Production
SPG	"Simon Property Group, Inc."	158.33	48922957955	n/a	Consumer Services	Real Estate Investment Trusts
SPG^J	"Simon Property Group, Inc."	70.25	0	n/a	n/a	n/a
SSD	"Simpson Manufacturing Company, Inc."	66.37	2964210768	n/a	Capital Goods	Industrial Machinery/Components
SHI	"SINOPEC Shangai Petrochemical Company, Ltd."	35.31	3821888547	n/a	Basic Industries	Major Chemicals
SITC	SITE Centers Corp.	13.64	2462649336	n/a	Consumer Services	Real Estate Investment Trusts
SITC^A	SITE Centers Corp.	26.26	0	n/a	n/a	n/a
SITC^J	SITE Centers Corp.	25.56	0	n/a	n/a	n/a
SITC^K	SITE Centers Corp.	25.89	0	n/a	n/a	n/a
SITE	"SiteOne Landscape Supply, Inc."	73.11	2998215438	n/a	Consumer Non-Durables	Farming/Seeds/Milling
SIX	Six Flags Entertainment Corporation New	52.1	4394972452	n/a	Consumer Services	Services-Misc. Amusement & Recreation
SJW	SJW Group	64.43	1832038701	n/a	Public Utilities	Water Supply
SKM	"SK Telecom Co., Ltd."	22.8	14762451136	n/a	Public Utilities	Telecommunications Equipment
SKX	"Skechers U.S.A., Inc."	39.11	6155937662	n/a	Consumer Non-Durables	Shoe Manufacturing
SKY	Skyline Champion Corporation	28.01	1586967920	n/a	Basic Industries	Homebuilding
SLG	SL Green Realty Corp	81.19	6690809768	n/a	Consumer Services	Real Estate Investment Trusts
SLG^I	SL Green Realty Corp	26.05	0	n/a	n/a	n/a
WORK	"Slack Technologies, Inc."	34.09	17198818648	n/a	Consumer Services	Other Consumer Services
SM	SM Energy Company	9.23	1036017150	n/a	Energy	Oil & Gas Production
SMAR	Smartsheet Inc.	54.94	5854662365	n/a	Technology	Computer Software: Prepackaged Software
SNN	"Smith & Nephew SNATS, Inc."	44.46	19445897283	n/a	Health Care	Industrial Specialties
SNAP	Snap Inc.	17.89	24547752408	n/a	Technology	"Computer Software: Programming, Data Processing"
SNA	Snap-On Incorporated	155.33	8575801143	n/a	Capital Goods	Industrial Machinery/Components
IPOA	Social Capital Hedosophia Holdings Corp.	10.47	903037500	n/a	Finance	Business Services
IPOA.U	Social Capital Hedosophia Holdings Corp.	n/a	0	n/a	n/a	n/a
IPOA.WS	Social Capital Hedosophia Holdings Corp.	n/a	0	n/a	n/a	n/a
SQM	Sociedad Quimica y Minera S.A.	30.25	7961694851	n/a	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SOGO	Sogou Inc.	3.83	1498883426	n/a	Technology	EDP Services
SOI	"Solaris Oilfield Infrastructure, Inc."	13.5	642433815	n/a	Energy	Metal Fabrications
SWI	SolarWinds Corporation	18.08	5605861368	n/a	Technology	Computer Software: Prepackaged Software
SAH	"Sonic Automotive, Inc."	27.28	1175244388	n/a	Consumer Durables	Automotive Aftermarket
SON	Sonoco Products Company	61.33	6135871164	n/a	Consumer Durables	Containers/Packaging
SNE	Sony Corp Ord	54.8	68296677588	n/a	Consumer Non-Durables	Consumer Electronics/Appliances
BID	Sotheby&#39;s	58.79	2740366806	n/a	Miscellaneous	Business Services
SOR	"Source Capital, Inc."	37.37	318015112.5	n/a	n/a	n/a
SJI	"South Jersey Industries, Inc."	33.87	3129204456	n/a	Public Utilities	Oil/Gas Transmission
SJIU	"South Jersey Industries, Inc."	53.51	0	n/a	Public Utilities	Oil/Gas Transmission
SCE^G	Southern California Edison Company	23.36	0	n/a	n/a	n/a
SCE^H	Southern California Edison Company	24.77	0	n/a	n/a	n/a
SCE^J	Southern California Edison Company	24.34	0	n/a	n/a	n/a
SCE^K	Southern California Edison Company	24.52	0	n/a	n/a	n/a
SCE^L	Southern California Edison Company	23.47	0	n/a	n/a	n/a
SO	Southern Company (The)	55.74	57986084102	n/a	Public Utilities	Electric Utilities: Central
SOJA	Southern Company (The)	26.32	0	n/a	Public Utilities	Electric Utilities: Central
SOJB	Southern Company (The)	26.2	0	n/a	Public Utilities	Electric Utilities: Central
SOJC	Southern Company (The)	26.16	0	n/a	Public Utilities	Electric Utilities: Central
SCCO	Southern Copper Corporation	37.36	28880941362	n/a	Basic Industries	Precious Metals
LUV	Southwest Airlines Company	53.25	28918204754	n/a	Transportation	Air Freight/Delivery Services
SWX	"Southwest Gas Holdings, Inc."	89.43	4775256418	n/a	Public Utilities	Oil & Gas Production
SWN	Southwestern Energy Company	2.04	1103959752	n/a	Energy	Oil & Gas Production
SPAQ	Spartan Energy Acquisition Corp	10	690000000	n/a	Finance	Business Services
SPAQ.U	Spartan Energy Acquisition Corp	n/a	0	n/a	n/a	n/a
SPAQ.WS	Spartan Energy Acquisition Corp	n/a	0	n/a	n/a	n/a
SPE	Special Opportunities Fund Inc.	13.9875	118907289.9	n/a	n/a	n/a
SPE^B	Special Opportunities Fund Inc.	25.255	0	n/a	n/a	n/a
SPB           	"Spectrum Brands Holdings, Inc."	52.26	2548416883	n/a	Miscellaneous	Industrial Machinery/Components
TRK	"Speedway Motorsports, Inc."	19.8	808580559.6	n/a	Consumer Services	Services-Misc. Amusement & Recreation
SR	Spire Inc.	85.32	4329638482	n/a	Public Utilities	Oil/Gas Transmission
SR^A	Spire Inc.	26.97	0	n/a	n/a	n/a
SPR	"Spirit Aerosystems Holdings, Inc."	75.48	7808472196	n/a	Capital Goods	Military/Government/Technical
SAVE	"Spirit Airlines, Inc."	43.56	2981283687	n/a	Transportation	Air Freight/Delivery Services
SMTA	Spirit MTA REIT	8.44	364269817.6	n/a	Consumer Services	Real Estate Investment Trusts
SRC	"Spirit Realty Capital, Inc."	43.86	4335043978	n/a	Consumer Services	Building operators
SRC^A	"Spirit Realty Capital, Inc."	25.47	0	n/a	n/a	n/a
SPOT	Spotify Technology S.A.	155.38	28101405280	n/a	Consumer Services	Broadcasting
SRLP	Sprague Resources LP	18	409211586	n/a	Energy	Oil Refining/Marketing
S	Sprint Corporation	7.99	32685552724	n/a	Public Utilities	Telecommunications Equipment
SPXC	SPX Corporation	35.19	1543680610	n/a	Technology	Industrial Machinery/Components
FLOW	"SPX FLOW, Inc."	40.8	1735380386	n/a	Technology	Industrial Machinery/Components
SQ	"Square, Inc."	81.81	34602916035	n/a	Technology	Computer Software: Prepackaged Software
JOE	St. Joe Company (The)	18.53	1115515895	n/a	Consumer Services	Homebuilding
STAG	"Stag Industrial, Inc."	30.31	3808526184	n/a	Consumer Services	Real Estate Investment Trusts
STAG^C	"Stag Industrial, Inc."	27.225	0	n/a	n/a	n/a
SSI	"Stage Stores, Inc."	0.7444	21336942.65	n/a	Consumer Services	Clothing/Shoe/Accessory Stores
SMP	"Standard Motor Products, Inc."	46.96	1049870397	n/a	Capital Goods	Auto Parts:O.E.M.
SXI	Standex International Corporation	69.81	883173360.8	n/a	Technology	Industrial Machinery/Components
SWJ	"Stanley Black & Decker, Inc."	26.04	0	n/a	Capital Goods	Industrial Machinery/Components
SWK	"Stanley Black & Decker, Inc."	152.4	23125680139	n/a	Capital Goods	Industrial Machinery/Components
SWP	"Stanley Black & Decker, Inc."	105.17	0	n/a	Capital Goods	Industrial Machinery/Components
STN	Stantec Inc	23.94	2673490451	n/a	Consumer Services	Military/Government/Technical
SGU	"Star Group, L.P."	9.72	486781245	n/a	Consumer Services	Other Specialty Stores
SRT	"StarTek, Inc."	6.89	264981896.8	n/a	Technology	Professional Services
STWD	"STARWOOD PROPERTY TRUST, INC."	23.03	6455222891	n/a	Consumer Services	Real Estate Investment Trusts
STT	State Street Corporation	60.37	22492209190	n/a	Finance	Major Banks
STT^C	State Street Corporation	25.38	0	n/a	n/a	n/a
STT^D	State Street Corporation	27.05	0	n/a	n/a	n/a
STT^E	State Street Corporation	25.52	0	n/a	n/a	n/a
STT^G	State Street Corporation	26.93	0	n/a	n/a	n/a
SPLP	Steel Partners Holdings LP	13.66	340935391.2	n/a	Capital Goods	Industrial Specialties
SPLP^A	Steel Partners Holdings LP	21.69	0	n/a	n/a	n/a
SCS	Steelcase Inc.	16.95	1988668700	n/a	Consumer Durables	Office Equipment/Supplies/Services
SCA	Stellus Capital Investment Corporation	25.4742	0	n/a	n/a	n/a
SCM	Stellus Capital Investment Corporation	14.52	274514524.7	n/a	n/a	n/a
SCL	Stepan Company	99.37	2247148311	n/a	Basic Industries	Package Goods/Cosmetics
STE	STERIS plc	149.44	12635489585	n/a	Health Care	Industrial Specialties
STL	Sterling Bancorp	21.92	4942307968	n/a	Finance	Major Banks
STL^A	Sterling Bancorp	27.83	0	n/a	Finance	Major Banks
STC	Stewart Information Services Corporation	37.33	890182117.7	n/a	Finance	Specialty Insurers
SF	Stifel Financial Corporation	60.12	4254317552	n/a	Finance	Investment Bankers/Brokers/Service
SF^A	Stifel Financial Corporation	26.9172	0	n/a	Finance	Investment Bankers/Brokers/Service
SF^B	Stifel Financial Corporation	26.78	0	n/a	n/a	n/a
SFB	Stifel Financial Corporation	25.31	0	n/a	Finance	Investment Bankers/Brokers/Service
STM	STMicroelectronics N.V.	19.15	17081182623	n/a	Technology	Semiconductors
EDF	Stone Harbor Emerging Markets Income Fund	14.1	228297245.4	n/a	n/a	n/a
EDI	Stone Harbor Emerging Markets Total Income Fund	12.91	125282564.6	n/a	n/a	n/a
STON	StoneMor Partners L.P.	1.71	65473945.47	n/a	Consumer Services	Other Consumer Services
SRI	"Stoneridge, Inc."	33.98	975044376.9	n/a	Capital Goods	Auto Parts:O.E.M.
STOR	STORE Capital Corporation	34.21	7768067745	n/a	Consumer Services	Real Estate Investment Trusts
GJH	STRATS Trust	9.92	0	n/a	Finance	Finance: Consumer Services
GJO	STRATS Trust	23.05	0	n/a	Finance	Finance: Consumer Services
GJS	STRATS Trust	20.27	0	n/a	Finance	Finance: Consumer Services
SYK	Stryker Corporation	214.45	80163572728	n/a	Health Care	Medical/Dental Instruments
MSC	Studio City International Holdings Limited	20.95	1646302202	n/a	Consumer Services	Hotels/Resorts
RGR	"Sturm, Ruger & Company, Inc."	55.23	964206444.6	n/a	Capital Goods	Ordnance And Accessories
SPH	"Suburban Propane Partners, L.P."	24.55	1513892739	n/a	Consumer Services	Other Specialty Stores
SMFG	Sumitomo Mitsui Financial Group Inc	7.01	48255517388	n/a	Finance	Commercial Banks
INN	"Summit Hotel Properties, Inc."	11.38	1195816579	n/a	Consumer Services	Real Estate Investment Trusts
INN^D	"Summit Hotel Properties, Inc."	25.86	0	n/a	n/a	n/a
INN^E	"Summit Hotel Properties, Inc."	25.8	0	n/a	n/a	n/a
SUM	"Summit Materials, Inc."	18.63	2087819947	n/a	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMLP	"Summit Midstream Partners, LP"	7.69	635926941.6	n/a	Public Utilities	Natural Gas Distribution
SUI	"Sun Communities, Inc."	133.16	12073737177	n/a	Consumer Services	Real Estate Investment Trusts
SLF	Sun Life Financial Inc.	41.92	24822954787	n/a	Finance	Life Insurance
SXC	"SunCoke Energy, Inc."	8.95	804777735	n/a	Basic Industries	Steel/Iron Ore
SU	Suncor Energy  Inc.	29.64	46438182166	n/a	Energy	Integrated oil Companies
STG	Sunlands Technology Group	2.15	367668006.3	n/a	Consumer Services	Other Consumer Services
NOVA	Sunnova Energy International Inc.	11.44	992565024.9	n/a	n/a	n/a
SUN	Sunoco LP	33.83	2799398230	n/a	Energy	Oil Refining/Marketing
SHO	"Sunstone Hotel Investors, Inc."	13.29	3038616124	n/a	Consumer Services	Hotels/Resorts
SHO^E	"Sunstone Hotel Investors, Inc."	27.05	0	n/a	n/a	n/a
SHO^F	"Sunstone Hotel Investors, Inc."	26.5	0	n/a	n/a	n/a
STI	"SunTrust Banks, Inc."	66.46	29498802680	n/a	Finance	Major Banks
STI^A	"SunTrust Banks, Inc."	22.8	0	n/a	n/a	n/a
SPN	"Superior Energy Services, Inc."	0.8222	128227794.4	n/a	Energy	Oilfield Services/Equipment
SUP	"Superior Industries International, Inc."	2.73	68562852.54	n/a	Capital Goods	Auto Parts:O.E.M.
SUZ	Suzano S.A.	16.43	11083855280	n/a	Basic Industries	Paper
SWZ	"Swiss Helvetia Fund, Inc. (The)"	7.89	104677505.8	n/a	n/a	n/a
SWCH	"Switch, Inc."	13.46	3297509541	n/a	Technology	"Computer Software: Programming, Data Processing"
SYF	Synchrony Financial	36.6	24481740000	n/a	Finance	Finance: Consumer Services
SNX	Synnex Corporation	99.95	5104986030	n/a	Technology	Retail: Computer Software & Peripheral Equipment
SNV	Synovus Financial Corp.	38.19	5990942673	n/a	Finance	Major Banks
SNV^D	Synovus Financial Corp.	26.43	0	n/a	n/a	n/a
SNV^E	Synovus Financial Corp.	25.87	0	n/a	n/a	n/a
GJP	"Synthetic Fixed-Income Securities, Inc."	22.22	0	n/a	n/a	n/a
GJR	"Synthetic Fixed-Income Securities, Inc."	22.2	0	n/a	n/a	n/a
GJT	"Synthetic Fixed-Income Securities, Inc."	20.5	0	n/a	Finance	Finance: Consumer Services
GJV	"Synthetic Fixed-Income Securities, Inc."	26.45	0	n/a	Finance	Finance: Consumer Services
SYY	Sysco Corporation	70.89	36435712278	n/a	Consumer Non-Durables	Food Distributors
SYX	Systemax Inc.	19.09	714515715.6	n/a	Capital Goods	Industrial Machinery/Components
DATA	"Tableau Software, Inc."	176.14	15376353196	n/a	Technology	Computer Software: Prepackaged Software
TLRD	"Tailored Brands, Inc."	4.85	245017795.1	n/a	Consumer Services	Clothing/Shoe/Accessory Stores
TWN	"Taiwan Fund, Inc. (The)"	18.15	143925833.7	n/a	n/a	n/a
TSM	Taiwan Semiconductor Manufacturing Company Ltd.	43.46	2.25384E+11	n/a	Technology	Semiconductors
TAK	Takeda Pharmaceutical Company Limited	16.86	52427212218	n/a	Health Care	Major Pharmaceuticals
TAL	TAL Education Group	32.77	19372680814	n/a	Consumer Services	Other Consumer Services
TGE	"Tallgrass Energy, LP"	21	5908020111	n/a	Public Utilities	Natural Gas Distribution
TALO	"Talos Energy, Inc."	21.2	1148103066	n/a	Energy	Oil & Gas Production
SKT	"Tanger Factory Outlet Centers, Inc."	16.58	1560222202	n/a	Consumer Services	Real Estate Investment Trusts
TPR	"Tapestry, Inc."	30.62	8883962942	n/a	Consumer Non-Durables	Apparel
NGLS^A	Targa Resources Partners LP	27.17	0	n/a	n/a	n/a
TRGP	"Targa Resources, Inc."	39.88	9283765099	n/a	Public Utilities	Natural Gas Distribution
TGT	Target Corporation	87.06	44603839481	n/a	Consumer Services	Department/Specialty Retail Stores
TARO	Taro Pharmaceutical Industries Ltd.	81.59	3144401579	n/a	Health Care	Major Pharmaceuticals
TTM	Tata Motors Ltd	10.57	7178829151	n/a	Capital Goods	Auto Manufacturing
TCO	"Taubman Centers, Inc."	39.87	2438711584	n/a	Consumer Services	Real Estate Investment Trusts
TCO^J	"Taubman Centers, Inc."	25.65	0	n/a	n/a	n/a
TCO^K	"Taubman Centers, Inc."	25.96	0	n/a	n/a	n/a
TMHC	Taylor Morrison Home Corporation	22.17	2330088017	n/a	Capital Goods	Homebuilding
TRP	TC Energy Corporation	48.99	45501371934	n/a	Public Utilities	Natural Gas Distribution
TCP	"TC PipeLines, LP"	40.77	2984624765	n/a	Public Utilities	Natural Gas Distribution
TCF	TCF Financial Corporation	22.07	3623623510	n/a	Finance	Major Banks
TCF^D	TCF Financial Corporation	25.88	0	n/a	n/a	n/a
TSI	"TCW Strategic Income Fund, Inc."	5.71	272292524.5	n/a	n/a	n/a
TEL	TE Connectivity Ltd.	93.65	31504826655	n/a	Technology	Electronic Components
TISI	"Team, Inc."	15.78	477310157.8	n/a	Consumer Services	Other Consumer Services
FTI	TechnipFMC plc	28.51	12731732168	n/a	Energy	Metal Fabrications
TECK	Teck Resources Ltd	21.3	11819780600	n/a	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TK	Teekay Corporation	4.58	461134959.6	n/a	Transportation	Marine Transportation
TGP	Teekay LNG Partners L.P.	15.2	1194720000	n/a	Consumer Services	Marine Transportation
TGP^A	Teekay LNG Partners L.P.	25.8854	0	n/a	n/a	n/a
TGP^B	Teekay LNG Partners L.P.	25.04	0	n/a	n/a	n/a
TOO	Teekay Offshore Partners L.P.	1.17	480168000	n/a	Consumer Services	Marine Transportation
TOO^A	Teekay Offshore Partners L.P.	16.94	0	n/a	n/a	n/a
TOO^B	Teekay Offshore Partners L.P.	17.39	0	n/a	n/a	n/a
TOO^E	Teekay Offshore Partners L.P.	17.4	0	n/a	n/a	n/a
TNK	Teekay Tankers Ltd.	1.25	336250000	n/a	Consumer Services	Marine Transportation
GCI	TEGNA Inc.	9.77	1118860478	n/a	Consumer Services	Newspapers/Magazines
TGNA	TEGNA Inc.	15.19	3286359219	n/a	Consumer Services	Broadcasting
TRC	Tejon Ranch Co	17.8	461906422.2	n/a	Finance	Real Estate
HQH	Tekla Healthcare Investors	19.56	836028454	n/a	n/a	n/a
THQ	Tekla Healthcare Opportunies Fund	17.6	729742798.4	n/a	n/a	n/a
HQL	Tekla Life Sciences Investors	16.3	374285636.7	n/a	n/a	n/a
THW	Tekla World Healthcare Fund	13.34	402280333	n/a	n/a	n/a
TDOC	"Teladoc Health, Inc."	69.53	4977994996	n/a	Health Care	Medical/Nursing Services
TLRA	"Telaria, Inc."	8	364977080	n/a	Technology	Advertising
TEO	Telecom Argentina Stet - France Telecom S.A.	17.58	7572367043	n/a	Public Utilities	Telecommunications Equipment
TDY	Teledyne Technologies Incorporated	296.18	10732483328	n/a	Capital Goods	Industrial Machinery/Components
TFX	Teleflex Incorporated	347.16	16022853190	n/a	Health Care	Medical/Dental Instruments
VIV	Telefonica Brasil S.A.	13.85	23388408798	n/a	Public Utilities	Telecommunications Equipment
TEF	Telefonica SA	7.88	40913997686	n/a	Public Utilities	Telecommunications Equipment
TDA	"Telephone and Data Systems, Inc."	25.13	0	n/a	Public Utilities	Telecommunications Equipment
TDE	"Telephone and Data Systems, Inc."	25.72	0	n/a	Public Utilities	Telecommunications Equipment
TDI	"Telephone and Data Systems, Inc."	26.01	0	n/a	Public Utilities	Telecommunications Equipment
TDJ	"Telephone and Data Systems, Inc."	25.65	0	n/a	Public Utilities	Telecommunications Equipment
TDS	"Telephone and Data Systems, Inc."	33.44	3814236624	n/a	Public Utilities	Telecommunications Equipment
TU	TELUS Corporation	36.06	21685334047	n/a	Public Utilities	Telecommunications Equipment
TDF	"Templeton Dragon Fund, Inc."	19.66	665577287.7	n/a	n/a	n/a
EMF	Templeton Emerging Markets Fund	15.27	256119358.1	n/a	n/a	n/a
TEI	"Templeton Emerging Markets Income Fund, Inc."	10.23	491023816.1	n/a	n/a	n/a
GIM	"Templeton Global Income Fund, Inc."	6.47	867912702.3	n/a	n/a	n/a
TPX	"Tempur Sealy International, Inc."	80.88	4426680323	n/a	Consumer Durables	Home Furnishings
TS	Tenaris S.A.	25.32	14945596268	n/a	Basic Industries	Steel/Iron Ore
TME	Tencent Music Entertainment Group	14.52	23711061888	n/a	Consumer Services	Broadcasting
THC	Tenet Healthcare Corporation	22.01	2269927859	n/a	Health Care	Hospital/Nursing Management
TNC	Tennant Company	65.93	1197560366	n/a	Technology	Industrial Machinery/Components
TEN	Tenneco Inc.	9.22	746061525.9	n/a	Capital Goods	Auto Parts:O.E.M.
TVC	Tennessee Valley Authority	25.72	0	n/a	Public Utilities	Electric Utilities: Central
TVE	Tennessee Valley Authority	25.6	0	n/a	Public Utilities	Electric Utilities: Central
TDC	Teradata Corporation	36.55	4280005000	n/a	Technology	Computer Software: Prepackaged Software
TEX	Terex Corporation	33.02	2351024000	n/a	Capital Goods	Construction/Ag Equipment/Trucks
TX	Ternium S.A.	22.42	4401218118	n/a	Basic Industries	Steel/Iron Ore
TRNO	Terreno Realty Corporation	49.42	3119782004	n/a	Finance	Real Estate
TTI	"Tetra Technologies, Inc."	1.48	185901728.5	n/a	Energy	Oil & Gas Production
TEVA	Teva Pharmaceutical Industries Limited	7.54	8237182149	n/a	Health Care	Major Pharmaceuticals
TPL	Texas Pacific Land Trust	742.05	5755455560	n/a	Energy	Oil & Gas Production
TGH	Textainer Group Holdings Limited	10.02	575169683.3	n/a	Technology	Diversified Commercial Services
TXT	Textron Inc.	50.04	11647423540	n/a	Capital Goods	Aerospace
AES	The AES Corporation	16.94	11243536278	n/a	Basic Industries	Electric Utilities: Central
BX	The Blackstone Group Inc.	49.26	59015785910	n/a	Finance	Investment Managers
CEE	"The Central and Eastern Europe Fund, Inc."	26.53	181535027	n/a	n/a	n/a
SCHW	The Charles Schwab Corporation	44.05	58807163894	n/a	Finance	Investment Bankers/Brokers/Service
SCHW^C	The Charles Schwab Corporation	26.9	0	n/a	n/a	n/a
SCHW^D	The Charles Schwab Corporation	26.84	0	n/a	n/a	n/a
COO	"The Cooper Companies, Inc. "	337.98	16725870421	n/a	Health Care	Ophthalmic Goods
GDV	The Gabelli Dividend & Income Trust	21.97	1811040399	n/a	n/a	n/a
GDV^A	The Gabelli Dividend & Income Trust	26.17	0	n/a	n/a	n/a
GDV^D	The Gabelli Dividend & Income Trust	26.3501	0	n/a	n/a	n/a
GDV^G	The Gabelli Dividend & Income Trust	25.4001	0	n/a	n/a	n/a
GDV^H	The Gabelli Dividend & Income Trust	25.8	0	n/a	n/a	n/a
GRX	The Gabelli Healthcare & Wellness Trust	10.65	197728528.4	n/a	n/a	n/a
GRX^A	The Gabelli Healthcare & Wellness Trust	25.91	0	n/a	n/a	n/a
GRX^B	The Gabelli Healthcare & Wellness Trust	26.2438	0	n/a	n/a	n/a
GDL	The GDL Fund	9.29	152160454.8	n/a	n/a	n/a
GDL^C	The GDL Fund	50.7167	0	n/a	n/a	n/a
THG	"The Hanover Insurance Group, Inc."	130.68	5158121245	n/a	Finance	Property-Casualty Insurers
THGA	"The Hanover Insurance Group, Inc."	26	0	n/a	Finance	Property-Casualty Insurers
MSG	The Madison Square Garden Company	289.38	6875237624	n/a	Consumer Services	Services-Misc. Amusement & Recreation
RUBI	"The Rubicon Project, Inc."	7.72	399713576.4	n/a	Technology	"Computer Software: Programming, Data Processing"
TRV	"The Travelers Companies, Inc."	149.93	39039631299	n/a	Finance	Property-Casualty Insurers
VAM	The Vivaldi Opportunities Fund	13.95	79465142.7	n/a	n/a	n/a
TMO	Thermo Fisher Scientific Inc	287.21	1.14879E+11	n/a	Capital Goods	Industrial Machinery/Components
THR	"Thermon Group Holdings, Inc."	25.88	844626098.2	n/a	Energy	Industrial Machinery/Components
TPRE	Third Point Reinsurance Ltd.	10.36	977442814.3	n/a	Finance	Property-Casualty Insurers
